chrom	start	end	nSites	recombRate
b'22'	25854000	25916000	592	8.685864427768043e-09
b'22'	25916000	25978000	723	8.406695338125712e-09
b'22'	25978000	26040000	792	9.093046688951677e-09
b'22'	26040000	26102000	591	5.329212489388181e-09
b'22'	26102000	26164000	675	8.00927895834409e-09
b'22'	26164000	26226000	904	1.2707631394932098e-09
b'22'	26226000	26288000	790	4.771254762281839e-09
b'22'	26288000	26350000	784	9.099771887282924e-09
b'22'	26350000	26412000	853	9.296250829793004e-09
b'22'	26412000	26474000	630	3.126474618578539e-09
b'22'	26474000	26536000	669	3.4007621483931942e-09
b'22'	26536000	26598000	979	8.554166050529598e-09
b'22'	26598000	26660000	1121	3.037826866076875e-09
b'22'	26660000	26722000	702	8.537899707930657e-09
b'22'	26722000	26784000	817	9.371365505841593e-09
b'22'	26784000	26846000	855	9.570991803887114e-09
b'22'	26846000	26908000	741	9.09229929126228e-09
b'22'	26908000	26970000	907	8.412302719497018e-09
b'22'	26970000	27032000	749	8.975450135368746e-09
b'22'	27032000	27094000	710	8.9145712276886e-09
b'22'	27094000	27156000	831	9.494542168547579e-09
b'22'	27156000	27218000	847	9.093076722946586e-09
b'22'	27218000	27280000	760	9.29014219140322e-09
b'22'	27280000	27342000	760	9.195444315019092e-09
b'22'	27342000	27404000	839	9.324412015249161e-09
b'22'	27404000	27466000	705	9.379952811857184e-09
b'22'	27466000	27528000	767	8.908215067754566e-09
b'22'	27528000	27590000	994	9.055478649159083e-09
b'22'	27590000	27652000	773	8.469713218592698e-09
b'22'	27652000	27714000	830	9.17348394124744e-09
b'22'	27714000	27776000	755	9.046255105757088e-09
b'22'	27776000	27838000	888	9.655501942067176e-09
b'22'	27838000	27900000	662	7.546846574388217e-09
b'22'	27900000	27962000	772	3.333904209661085e-10
b'22'	27962000	28024000	826	2.17473218697007e-09
b'22'	28024000	28086000	723	0
b'22'	28086000	28148000	717	2.2929706030456393e-11
b'22'	28148000	28210000	764	0
b'22'	28210000	28272000	1227	1.994102908531865e-09
b'22'	28272000	28334000	1490	7.059131068066495e-10
b'22'	28334000	28396000	1533	6.422489776216261e-10
b'22'	28396000	28458000	1536	4.065149133290742e-10
b'22'	28458000	28520000	1513	6.032565669900222e-10
b'22'	28520000	28582000	1531	4.0709660621897393e-10
b'22'	28582000	28644000	1499	5.992516891171827e-10
b'22'	28644000	28706000	934	1.7804010012781302e-10
b'22'	28706000	28768000	796	1.5526725722572215e-09
b'22'	28768000	28830000	752	2.2763416574389284e-10
b'22'	28830000	28892000	992	1.896564920928029e-09
b'22'	28892000	28954000	1686	1.054099626312752e-09
b'22'	28954000	29016000	644	4.268443225653573e-09
b'22'	29016000	29078000	725	3.5640469673807304e-09
b'22'	29078000	29140000	1489	1.2287238318608575e-09
b'22'	29140000	29202000	773	6.031141666425493e-09
b'22'	29202000	29264000	798	8.616200749186236e-09
b'22'	29264000	29326000	623	7.91781646817014e-09
b'22'	29326000	29388000	506	1.2033240478446477e-09
b'22'	29388000	29450000	763	3.923600145695652e-09
b'22'	29450000	29512000	764	5.462001260305294e-09
b'22'	29512000	29574000	658	6.87108373810415e-10
b'22'	29574000	29636000	656	2.5293038426041723e-10
b'22'	29636000	29698000	692	2.547124012916729e-10
b'22'	29698000	29760000	766	2.682977460148504e-09
b'22'	29760000	29822000	867	5.082183053302621e-10
b'22'	29822000	29884000	871	2.4692136083500755e-09
b'22'	29884000	29946000	797	1.2679278391842044e-10
b'22'	29946000	30008000	764	7.889753771551575e-11
b'22'	30008000	30070000	1201	2.4539803316104965e-09
b'22'	30070000	30132000	1083	4.894574150622274e-10
b'22'	30132000	30194000	867	1.210607809437531e-09
b'22'	30194000	30256000	647	5.787062984604946e-09
b'22'	30256000	30318000	790	7.600385104668985e-09
b'22'	30318000	30380000	572	3.0845426517015765e-10
b'22'	30380000	30442000	840	4.650919462212016e-09
b'22'	30442000	30504000	829	5.029035893299739e-09
b'22'	30504000	30566000	606	6.383623392421887e-09
b'22'	30566000	30628000	758	5.593905387669781e-09
b'22'	30628000	30690000	787	3.03782306867522e-09
b'22'	30690000	30752000	854	6.741824005310915e-09
b'22'	30752000	30814000	353	7.919269938961975e-11
b'22'	30814000	30876000	506	2.8183601800382622e-09
b'22'	30876000	30938000	760	5.618329800440411e-09
b'22'	30938000	31000000	717	2.2082611501289793e-10
b'22'	31000000	31062000	864	5.9415656218283145e-09
b'22'	31062000	31124000	285	3.914195513132424e-10
b'22'	31124000	31186000	643	4.2969175672894055e-09
b'22'	31186000	31248000	641	8.422284340210761e-10
b'22'	31248000	31310000	642	5.693091770664334e-10
b'22'	31310000	31372000	635	4.4335005460222793e-10
b'22'	31372000	31434000	654	4.943284457307709e-10
b'22'	31434000	31496000	658	3.2727660430133906e-10
b'22'	31496000	31558000	613	5.371627911823753e-10
b'22'	31558000	31620000	673	1.0660621319630953e-09
b'22'	31620000	31682000	607	4.410640943793263e-09
b'22'	31682000	31744000	396	2.865726011782656e-10
b'22'	31744000	31806000	401	4.687885030716537e-10
b'22'	31806000	31868000	629	2.3871993987124363e-09
b'22'	31868000	31930000	732	1.638499027938285e-09
b'22'	31930000	31992000	742	7.857243078714064e-09
b'22'	31992000	32054000	380	4.0282798154026866e-10
b'22'	32054000	32116000	1463	1.6108905370321156e-09
b'22'	32116000	32178000	1265	2.1324091098685797e-09
b'22'	32178000	32240000	972	6.818694634406673e-09
b'22'	32240000	32302000	756	1.035212040916769e-09
b'22'	32302000	32364000	989	3.863321227477016e-09
b'22'	32364000	32426000	1068	7.138389744975839e-10
b'22'	32426000	32488000	965	8.756773308874403e-09
b'22'	32488000	32550000	1023	6.552376297183653e-09
b'22'	32550000	32612000	896	8.164789460488565e-09
b'22'	32612000	32674000	836	8.083743588272987e-09
b'22'	32674000	32736000	709	6.586352340228822e-09
b'22'	32736000	32798000	877	3.780820950427519e-09
b'22'	32798000	32860000	804	5.6358202872456366e-09
b'22'	32860000	32922000	895	4.506861664545682e-09
b'22'	32922000	32984000	853	8.716551677374468e-11
b'22'	32984000	33046000	892	1.419146609167659e-09
b'22'	33046000	33108000	650	9.545799496088609e-09
b'22'	33108000	33170000	835	9.128412926220959e-09
b'22'	33170000	33232000	967	4.461796906601475e-09
b'22'	33232000	33294000	967	3.0310531645699427e-09
b'22'	33294000	33356000	869	8.110810776834133e-09
b'22'	33356000	33418000	902	4.257549170741652e-09
b'22'	33418000	33480000	960	9.07155374080194e-09
b'22'	33480000	33542000	750	6.269992534431081e-09
b'22'	33542000	33604000	817	1.4695018812064273e-09
b'22'	33604000	33666000	616	8.023790210941694e-09
b'22'	33666000	33728000	686	8.60072081394824e-09
b'22'	33728000	33790000	666	3.66210968684964e-09
b'22'	33790000	33852000	754	3.41072480424461e-09
b'22'	33852000	33914000	783	7.075391736708905e-09
b'22'	33914000	33976000	727	7.329287564853812e-09
b'22'	33976000	34038000	1198	5.073626267315022e-09
b'22'	34038000	34100000	892	8.456679845675605e-09
b'22'	34100000	34162000	759	9.447741609676352e-09
b'22'	34162000	34224000	993	1.864223141467898e-09
b'22'	34224000	34286000	870	3.2716867400434512e-09
b'22'	34286000	34348000	1002	8.02367799283775e-10
b'22'	34348000	34410000	1121	6.50464483493347e-10
b'22'	34410000	34472000	583	6.585618233445218e-09
b'22'	34472000	34534000	471	0
b'22'	34534000	34596000	631	1.9366409719046756e-09
b'22'	34596000	34658000	868	8.425665085484778e-09
b'22'	34658000	34720000	872	2.220388670142154e-10
b'22'	34720000	34782000	1204	3.54161260883885e-09
b'22'	34782000	34844000	1246	2.4332841473716714e-09
b'22'	34844000	34906000	951	2.557762628408706e-09
b'22'	34906000	34968000	669	6.301848936916019e-09
b'22'	34968000	35030000	707	8.850308835133725e-09
b'22'	35030000	35092000	406	8.923796820254638e-10
b'22'	35092000	35154000	733	8.430461203775214e-09
b'22'	35154000	35216000	1445	6.539076760932369e-09
b'22'	35216000	35278000	892	6.1175398036648215e-09
b'22'	35278000	35340000	778	1.6801040509086228e-09
b'22'	35340000	35402000	554	6.831579045613384e-09
b'22'	35402000	35464000	863	8.096117248957081e-09
b'22'	35464000	35526000	795	9.431677565020128e-09
b'22'	35526000	35588000	806	9.409838017664774e-09
b'22'	35588000	35650000	1218	9.034078564740729e-09
b'22'	35650000	35712000	922	9.413591576591711e-09
b'22'	35712000	35774000	823	7.622852604170766e-09
b'22'	35774000	35836000	784	8.616493817404401e-10
b'22'	35836000	35898000	839	6.735154019766888e-10
b'22'	35898000	35960000	816	1.076962055586666e-09
b'22'	35960000	36022000	754	2.8189779482438868e-09
b'22'	36022000	36084000	808	5.850080002026101e-09
b'22'	36084000	36146000	865	7.208471677713156e-09
b'22'	36146000	36208000	807	8.576125733864586e-09
b'22'	36208000	36270000	903	8.662643661865217e-09
b'22'	36270000	36332000	829	9.1470509187627e-09
b'22'	36332000	36394000	710	4.89679086283212e-09
b'22'	36394000	36456000	846	5.355372444172082e-09
b'22'	36456000	36518000	835	3.912756147441912e-09
b'22'	36518000	36580000	797	8.965565153642095e-09
b'22'	36580000	36642000	763	9.31320657340152e-09
b'22'	36642000	36704000	737	4.6583506320327855e-09
b'22'	36704000	36766000	644	2.2708240549799642e-09
b'22'	36766000	36828000	726	8.239032460248134e-09
b'22'	36828000	36890000	1103	5.9450614752702e-09
b'22'	36890000	36952000	1287	3.328600297349806e-09
b'22'	36952000	37014000	747	8.7692453567832e-09
b'22'	37014000	37076000	970	5.9707372613430714e-09
b'22'	37076000	37138000	712	7.589759802228749e-09
b'22'	37138000	37200000	980	9.579598096910983e-09
b'22'	37200000	37262000	1013	3.996375622324677e-09
b'22'	37262000	37324000	744	9.308821955363166e-09
b'22'	37324000	37386000	747	8.301449660816945e-09
b'22'	37386000	37448000	745	8.136885117471628e-09
b'22'	37448000	37510000	909	3.4411789298638063e-09
b'22'	37510000	37572000	889	8.557608567739146e-09
b'22'	37572000	37634000	689	8.322752048447262e-09
b'22'	37634000	37696000	610	4.216045124133508e-09
b'22'	37696000	37758000	762	2.2615842863163532e-09
b'22'	37758000	37820000	671	3.172879557240969e-09
b'22'	37820000	37882000	830	8.57915845476776e-10
b'22'	37882000	37944000	863	3.8894226456076437e-10
b'22'	37944000	38006000	851	4.197371206739264e-10
b'22'	38006000	38068000	867	5.10533339466566e-10
b'22'	38068000	38130000	867	6.773714929629082e-09
b'22'	38130000	38192000	589	1.42999682135138e-09
b'22'	38192000	38254000	696	4.747411999248818e-09
b'22'	38254000	38316000	766	8.43150134661039e-09
b'22'	38316000	38378000	904	7.84072351846839e-09
b'22'	38378000	38440000	867	8.667486017266234e-10
b'22'	38440000	38502000	855	7.685974222746603e-09
b'22'	38502000	38564000	1061	2.2703797368403614e-10
b'22'	38564000	38626000	1022	3.0957933171507483e-10
b'22'	38626000	38688000	1045	9.809029611723914e-11
b'22'	38688000	38750000	968	1.1912272522630447e-09
b'22'	38750000	38812000	856	8.630578402289246e-09
b'22'	38812000	38874000	1358	1.288510468737655e-09
b'22'	38874000	38936000	837	7.322633136280684e-09
b'22'	38936000	38998000	752	8.912451587128369e-09
b'22'	38998000	39060000	859	9.041092020379432e-09
b'22'	39060000	39122000	639	7.988429842384063e-09
b'22'	39122000	39184000	887	4.824087019007045e-09
b'22'	39184000	39246000	990	3.282364515670196e-09
b'22'	39246000	39308000	777	8.9097626815382e-09
b'22'	39308000	39370000	764	4.217815403741465e-09
b'22'	39370000	39432000	912	2.148200432042298e-09
b'22'	39432000	39494000	800	7.772854802605301e-09
b'22'	39494000	39556000	775	2.42193682078946e-09
b'22'	39556000	39618000	784	8.95204329678482e-09
b'22'	39618000	39680000	781	5.536373889548637e-09
b'22'	39680000	39742000	808	5.562819037827297e-09
b'22'	39742000	39804000	750	1.2856133743471687e-10
b'22'	39804000	39866000	728	1.6439879772756735e-10
b'22'	39866000	39928000	793	1.2988028080964035e-09
b'22'	39928000	39990000	750	7.475000252900537e-09
b'22'	39990000	40052000	813	4.82947881152984e-09
b'22'	40052000	40114000	815	7.116540876725511e-10
b'22'	40114000	40176000	744	8.647534145897762e-09
b'22'	40176000	40238000	597	2.2285855563698837e-09
b'22'	40238000	40300000	792	4.750958686090132e-09
b'22'	40300000	40362000	877	3.8270313585597065e-09
b'22'	40362000	40424000	829	2.130078540907323e-09
b'22'	40424000	40486000	777	4.253438116085684e-10
b'22'	40486000	40548000	746	1.1472429624006492e-10
b'22'	40548000	40610000	710	2.6622577789171353e-10
b'22'	40610000	40672000	728	7.409852180568234e-10
b'22'	40672000	40734000	827	5.622247251770599e-09
b'22'	40734000	40796000	873	2.5659581116171544e-09
b'22'	40796000	40858000	844	2.9698732265040427e-09
b'22'	40858000	40920000	894	3.5282139949262005e-09
b'22'	40920000	40982000	1065	5.545293446063104e-10
b'22'	40982000	41044000	834	2.5584050797250882e-09
b'22'	41044000	41106000	1039	4.866435404357715e-10
b'22'	41106000	41168000	1091	2.9104594032801666e-10
b'22'	41168000	41230000	1016	6.440914078610316e-10
b'22'	41230000	41292000	791	2.168798919493086e-09
b'22'	41292000	41354000	825	2.1646704313113362e-10
b'22'	41354000	41416000	780	7.800856820264326e-10
b'22'	41416000	41478000	843	2.6049410287446204e-09
b'22'	41478000	41540000	899	6.047025852330596e-09
b'22'	41540000	41602000	996	1.335187439445925e-09
b'22'	41602000	41664000	496	1.1335871829763967e-09
b'22'	41664000	41726000	535	8.495477531021853e-10
b'22'	41726000	41788000	570	7.069594635718059e-10
b'22'	41788000	41850000	487	3.51175033790441e-10
b'22'	41850000	41912000	704	8.780703821522463e-10
b'22'	41912000	41974000	1245	3.272783498685121e-09
b'22'	41974000	42036000	736	2.2661073369059527e-09
b'22'	42036000	42098000	635	2.720330406774136e-10
b'22'	42098000	42160000	720	1.2907388530725554e-09
b'22'	42160000	42222000	1245	9.513353783764515e-10
b'22'	42222000	42284000	1190	1.666550779183109e-09
b'22'	42284000	42346000	910	9.208127291328915e-09
b'22'	42346000	42408000	779	6.220088807970942e-09
b'22'	42408000	42470000	797	4.816071329821279e-09
b'22'	42470000	42532000	750	7.898841197317757e-09
b'22'	42532000	42594000	680	5.1401479412455365e-09
b'22'	42594000	42656000	785	3.281946974097297e-09
b'22'	42656000	42718000	799	7.931564788253395e-09
b'22'	42718000	42780000	689	4.283103310504684e-09
b'22'	42780000	42842000	1099	2.518747260758005e-09
b'22'	42842000	42904000	1285	1.3205536343403591e-09
b'22'	42904000	42966000	1392	1.2246122815233418e-09
b'22'	42966000	43028000	1069	1.4282141138834598e-09
b'22'	43028000	43090000	781	6.978345167401077e-09
b'22'	43090000	43152000	786	8.728043894043303e-09
b'22'	43152000	43214000	875	8.911853668976851e-09
b'22'	43214000	43276000	862	9.568373668055064e-09
b'22'	43276000	43338000	800	8.84982621990519e-09
b'22'	43338000	43400000	822	8.503797314975871e-09
b'22'	43400000	43462000	731	7.371933593705155e-09
b'22'	43462000	43524000	816	8.7820671108626e-09
b'22'	43524000	43586000	651	2.6571946563926245e-09
b'22'	43586000	43648000	507	4.0499938270439533e-11
b'22'	43648000	43710000	528	6.121369633697241e-10
b'22'	43710000	43772000	510	2.6501129979873424e-10
b'22'	43772000	43834000	706	3.2888069801873007e-09
b'22'	43834000	43896000	742	1.7114470915875068e-10
b'22'	43896000	43958000	903	9.082173692358025e-09
b'22'	43958000	44020000	1053	4.322797550005823e-09
b'22'	44020000	44082000	906	8.763863402982874e-09
b'22'	44082000	44144000	983	7.76906292444348e-09
b'22'	44144000	44206000	792	8.999383086691077e-09
b'22'	44206000	44268000	846	8.572911751191012e-09
b'22'	44268000	44330000	784	8.71986739784313e-09
b'22'	44330000	44392000	826	9.319084260727006e-09
b'22'	44392000	44454000	861	8.424811705767368e-09
b'22'	44454000	44516000	815	3.861833854292365e-09
b'22'	44516000	44578000	892	5.424991524860587e-09
b'22'	44578000	44640000	752	8.83392097568182e-09
b'22'	44640000	44702000	859	8.085078892782265e-09
b'22'	44702000	44764000	792	9.395206629087534e-09
b'22'	44764000	44826000	758	9.52829036749344e-09
b'22'	44826000	44888000	737	8.488395399080971e-09
b'22'	44888000	44950000	828	5.751851577757695e-09
b'22'	44950000	45012000	907	1.8618142079452124e-09
b'22'	45012000	45074000	765	9.244687984027901e-09
b'22'	45074000	45136000	751	9.362629065506453e-09
b'22'	45136000	45198000	609	1.4880929240549773e-09
b'22'	45198000	45260000	786	9.069969879093415e-09
b'22'	45260000	45322000	862	9.642957053090267e-09
b'22'	45322000	45384000	488	2.55099445039509e-09
b'22'	45384000	45446000	601	3.122230677010592e-09
b'22'	45446000	45508000	800	4.956513440132134e-09
b'22'	45508000	45570000	792	8.987039114783558e-09
b'22'	45570000	45632000	975	8.94618321559428e-09
b'22'	45632000	45694000	674	1.0567888549753082e-10
b'22'	45694000	45756000	717	0
b'22'	45756000	45818000	655	3.244564935989506e-11
b'22'	45818000	45880000	626	1.2259320290617157e-10
b'22'	45880000	45942000	679	0
b'22'	45942000	46004000	699	0
b'22'	46004000	46066000	632	2.3400171788289164e-10
b'22'	46066000	46128000	676	0
b'22'	46128000	46190000	648	1.2272231456244652e-10
b'22'	46190000	46252000	650	1.1896461301552273e-10
b'22'	46252000	46314000	658	1.3319623876397722e-10
b'22'	46314000	46376000	674	0
b'22'	46376000	46438000	644	0
b'22'	46438000	46500000	647	2.5083283767345267e-10
b'22'	46500000	46562000	672	1.2680106915839504e-10
b'22'	46562000	46624000	681	0
b'22'	46624000	46686000	717	0
b'22'	46686000	46748000	681	0
b'22'	46748000	46810000	667	0
b'22'	46810000	46872000	674	0
b'22'	46872000	46934000	667	0
b'22'	46934000	46996000	645	1.7484165227919185e-10
b'22'	46996000	47058000	657	2.0893953524970556e-11
b'22'	47058000	47120000	662	3.8853592043771586e-11
b'22'	47120000	47182000	645	4.206170600569715e-11
b'22'	47182000	47244000	680	0
b'22'	47244000	47306000	654	3.316335827271618e-11
b'22'	47306000	47368000	708	0
b'22'	47368000	47430000	637	1.203168332230836e-10
b'22'	47430000	47492000	677	0
b'22'	47492000	47554000	621	3.262613171860889e-10
b'22'	47554000	47616000	676	0
b'22'	47616000	47678000	657	8.082489166466356e-11
b'22'	47678000	47740000	653	3.615605599529547e-11
b'22'	47740000	47802000	643	1.304510625856457e-10
b'22'	47802000	47864000	614	1.8768170293020464e-10
b'22'	47864000	47926000	626	1.335193631229958e-10
b'22'	47926000	47988000	685	0
b'22'	47988000	48050000	722	0
b'22'	48050000	48112000	680	0
b'22'	48112000	48174000	642	9.750687713567761e-11
b'22'	48174000	48236000	665	0
b'22'	48236000	48298000	670	6.103697685808123e-11
b'22'	48298000	48360000	676	7.0310209553978675e-12
b'22'	48360000	48422000	632	1.1353536430367516e-10
b'22'	48422000	48484000	661	5.07128774127624e-11
b'22'	48484000	48546000	686	0
b'22'	48546000	48608000	653	8.884120655865619e-11
b'22'	48608000	48670000	636	8.321587383407029e-11
b'22'	48670000	48732000	653	5.146786990546965e-11
b'22'	48732000	48794000	660	2.141540803048236e-10
b'22'	48794000	48856000	643	1.5272075198302583e-10
b'22'	48856000	48918000	657	0
b'22'	48918000	48980000	737	0
b'22'	48980000	49042000	632	1.5761111487817733e-10
b'22'	49042000	49104000	681	1.0929366665488755e-10
b'22'	49104000	49166000	666	8.66324996686965e-11
b'22'	49166000	49228000	660	1.567425234081972e-11
b'22'	49228000	49290000	638	2.351657940993576e-10
b'22'	49290000	49352000	662	1.0564608975596362e-10
b'22'	49352000	49414000	668	2.1545380517993206e-11
b'22'	49414000	49476000	703	0
b'22'	49476000	49538000	653	1.5362798576027166e-10
b'22'	49538000	49600000	654	1.7724989536521268e-10
b'22'	49600000	49662000	645	2.1877689899245368e-10
b'22'	49662000	49724000	625	2.385344345857955e-10
b'22'	49724000	49786000	638	0
b'22'	49786000	49848000	651	1.2794857489491096e-10
b'22'	49848000	49910000	684	0
b'22'	49910000	49972000	656	0
b'22'	49972000	50034000	651	1.0863050223856831e-10
b'22'	50034000	50096000	659	1.2284624794373683e-10
b'22'	50096000	50158000	694	0
b'22'	50158000	50220000	647	1.2098379504105854e-10
b'22'	50220000	50282000	658	1.1719085907829476e-11
b'22'	50282000	50344000	709	0
b'22'	50344000	50406000	711	0
b'22'	50406000	50468000	706	0
b'22'	50468000	50530000	709	0
b'22'	50530000	50592000	660	0
b'22'	50592000	50654000	647	1.0592847835177244e-10
b'22'	50654000	50716000	621	1.296967605296025e-10
b'22'	50716000	50778000	626	1.6747987134321182e-10
b'22'	50778000	50818468	430	0
