chrom	start	end	nSites	recombRate
b'22'	23575000	23616000	1034	8.634270512353036e-09
b'22'	23616000	23657000	867	6.118280469596739e-09
b'22'	23657000	23698000	888	3.6524475214105335e-10
b'22'	23698000	23739000	904	4.068786116871893e-09
b'22'	23739000	23780000	1038	7.3356561526478075e-09
b'22'	23780000	23821000	867	3.0825438375576447e-10
b'22'	23821000	23862000	985	1.8918809985955844e-09
b'22'	23862000	23903000	1022	6.992177893366576e-09
b'22'	23903000	23944000	929	6.965242750817528e-09
b'22'	23944000	23985000	892	3.8114240156111494e-10
b'22'	23985000	24026000	1009	5.471617619017137e-09
b'22'	24026000	24067000	1155	1.932174882339903e-09
b'22'	24067000	24108000	1223	3.6217092811038655e-10
b'22'	24108000	24149000	1227	4.028873590934215e-10
b'22'	24149000	24190000	1213	2.059881154783803e-09
b'22'	24190000	24231000	1074	7.18887812082765e-09
b'22'	24231000	24272000	1001	1.9595589813300876e-09
b'22'	24272000	24313000	1252	2.2213760167184414e-09
b'22'	24313000	24354000	1298	0
b'22'	24354000	24395000	1280	0
b'22'	24395000	24436000	1260	0
b'22'	24436000	24477000	1221	6.463194469775992e-10
b'22'	24477000	24518000	1174	6.7169334183348265e-09
b'22'	24518000	24559000	1142	7.0309868204545695e-09
b'22'	24559000	24600000	1148	8.880190933976325e-09
b'22'	24600000	24641000	1144	8.151997395185741e-09
b'22'	24641000	24682000	1202	7.551238269402381e-09
b'22'	24682000	24723000	996	8.275008007873898e-09
b'22'	24723000	24764000	1010	6.674571504170953e-09
b'22'	24764000	24805000	991	1.4816266394729448e-09
b'22'	24805000	24846000	1122	9.004608311368545e-09
b'22'	24846000	24887000	1065	7.63271238495916e-09
b'22'	24887000	24928000	991	8.669496245761076e-09
b'22'	24928000	24969000	1151	7.323268165402923e-09
b'22'	24969000	25010000	976	7.2284204642625834e-09
b'22'	25010000	25051000	1072	8.535470061308034e-09
b'22'	25051000	25092000	1125	5.37834022976578e-09
b'22'	25092000	25133000	1056	2.9460819873071154e-09
b'22'	25133000	25174000	1203	2.558723348881503e-10
b'22'	25174000	25215000	1154	7.072692647177935e-09
b'22'	25215000	25256000	1130	7.632876363666996e-09
b'22'	25256000	25297000	942	8.336301867989453e-09
b'22'	25297000	25338000	984	8.080533403001067e-09
b'22'	25338000	25379000	1022	8.824407794099037e-09
b'22'	25379000	25420000	1061	9.081464613903513e-09
b'22'	25420000	25461000	1164	8.073212357828296e-09
b'22'	25461000	25502000	1087	7.217222444609085e-09
b'22'	25502000	25543000	1069	8.850961297781743e-09
b'22'	25543000	25584000	1115	6.1761968861583816e-09
b'22'	25584000	25625000	1200	2.0243053699868254e-09
b'22'	25625000	25666000	1248	7.802103058443878e-10
b'22'	25666000	25707000	1056	1.338334104544704e-09
b'22'	25707000	25748000	1063	7.798892377490407e-09
b'22'	25748000	25789000	1016	7.927537125970624e-09
b'22'	25789000	25830000	979	1.9387088297150633e-09
b'22'	25830000	25871000	1006	8.084546911332214e-09
b'22'	25871000	25912000	1067	6.7788251966018986e-09
b'22'	25912000	25953000	1035	5.686210037965341e-09
b'22'	25953000	25994000	1065	8.300215850497357e-09
b'22'	25994000	26035000	993	7.9777909038197e-09
b'22'	26035000	26076000	1137	5.922719376327623e-09
b'22'	26076000	26117000	1094	3.616321739651587e-09
b'22'	26117000	26158000	1068	8.535302975635207e-09
b'22'	26158000	26199000	926	4.849023498445182e-09
b'22'	26199000	26240000	1039	1.6383167526588389e-09
b'22'	26240000	26281000	1135	3.2984216559597734e-09
b'22'	26281000	26322000	991	7.667901180005648e-09
b'22'	26322000	26363000	1007	8.737074115179217e-09
b'22'	26363000	26404000	1211	7.222367578633463e-09
b'22'	26404000	26445000	1025	6.7995075721074316e-09
b'22'	26445000	26486000	927	1.203875361521307e-09
b'22'	26486000	26527000	979	6.535587294029631e-09
b'22'	26527000	26568000	1126	8.385451637611881e-09
b'22'	26568000	26609000	1008	4.828352083621698e-09
b'22'	26609000	26650000	1065	3.9858855591661124e-09
b'22'	26650000	26691000	1084	8.223342287045776e-09
b'22'	26691000	26732000	968	7.898073431746754e-09
b'22'	26732000	26773000	1030	6.550239223097642e-09
b'22'	26773000	26814000	987	9.294804710199061e-09
b'22'	26814000	26855000	1068	9.139987061247482e-09
b'22'	26855000	26896000	1020	8.536118381336065e-09
b'22'	26896000	26937000	996	7.334727687943126e-09
b'22'	26937000	26978000	981	7.69418006250502e-09
b'22'	26978000	27019000	997	6.791483835019295e-09
b'22'	27019000	27060000	1151	9.126359912798859e-09
b'22'	27060000	27101000	1077	5.192266577737544e-09
b'22'	27101000	27142000	1002	8.783194939154177e-09
b'22'	27142000	27183000	990	4.5063262740645995e-09
b'22'	27183000	27224000	1140	8.467195541295341e-09
b'22'	27224000	27265000	1173	8.899718899378696e-09
b'22'	27265000	27306000	1092	9.18587520806648e-09
b'22'	27306000	27347000	1179	7.831066035622715e-09
b'22'	27347000	27388000	1094	8.652882958738188e-09
b'22'	27388000	27429000	1144	8.6501457225815e-09
b'22'	27429000	27470000	1041	8.747275662116575e-09
b'22'	27470000	27511000	1058	8.464674411814663e-09
b'22'	27511000	27552000	1189	5.981518947687834e-09
b'22'	27552000	27593000	963	9.013748311934126e-09
b'22'	27593000	27634000	1095	6.304241904090837e-09
b'22'	27634000	27675000	1083	9.046030713841103e-09
b'22'	27675000	27716000	1184	7.532307531714864e-09
b'22'	27716000	27757000	1061	7.854575576660497e-09
b'22'	27757000	27798000	1057	9.313799313278053e-09
b'22'	27798000	27839000	1148	8.78006691584534e-09
b'22'	27839000	27880000	915	3.735094711006362e-09
b'22'	27880000	27921000	864	4.711819017693863e-10
b'22'	27921000	27962000	1108	1.1448261110022702e-09
b'22'	27962000	28003000	1137	2.0112202143198903e-09
b'22'	28003000	28044000	1144	8.163439634663384e-10
b'22'	28044000	28085000	1126	1.5646153783166755e-10
b'22'	28085000	28126000	1182	2.454118520556328e-11
b'22'	28126000	28167000	1200	7.783461047041016e-11
b'22'	28167000	28208000	1132	1.545559326374536e-10
b'22'	28208000	28249000	1032	2.1359743521952544e-09
b'22'	28249000	28290000	970	3.9746018169156777e-10
b'22'	28290000	28331000	981	3.220821040554449e-10
b'22'	28331000	28372000	983	1.5099880294158787e-10
b'22'	28372000	28413000	972	2.9858550870512315e-10
b'22'	28413000	28454000	928	4.446777643081962e-10
b'22'	28454000	28495000	986	2.35826887205683e-10
b'22'	28495000	28536000	899	3.2147451979062363e-10
b'22'	28536000	28577000	984	1.4498440915651695e-10
b'22'	28577000	28618000	966	3.0494063298415963e-10
b'22'	28618000	28659000	945	2.826554087618264e-10
b'22'	28659000	28700000	1262	8.52568068291348e-10
b'22'	28700000	28741000	1100	1.8631795464494e-09
b'22'	28741000	28782000	998	1.6969720869147898e-10
b'22'	28782000	28823000	990	1.9237114875596522e-10
b'22'	28823000	28864000	961	4.2787080980089575e-10
b'22'	28864000	28905000	1179	7.096189415137422e-09
b'22'	28905000	28946000	1024	3.2847382147770425e-10
b'22'	28946000	28987000	937	3.9296083255507426e-09
b'22'	28987000	29028000	956	5.2031956660424043e-11
b'22'	29028000	29069000	1070	4.285319871111704e-09
b'22'	29069000	29110000	1005	1.8471686654163486e-09
b'22'	29110000	29151000	1055	1.4681410305405593e-09
b'22'	29151000	29192000	1061	4.499219911542219e-09
b'22'	29192000	29233000	982	6.05890153557037e-09
b'22'	29233000	29274000	979	8.802978711340773e-09
b'22'	29274000	29315000	1223	2.712203816768928e-09
b'22'	29315000	29356000	1076	1.4068357782200396e-09
b'22'	29356000	29397000	892	1.9891887255717868e-09
b'22'	29397000	29438000	1079	7.376786500411253e-09
b'22'	29438000	29479000	1015	1.8582729582926318e-09
b'22'	29479000	29520000	997	5.783676565374395e-09
b'22'	29520000	29561000	965	4.72388439840723e-10
b'22'	29561000	29602000	947	1.6847582623185405e-10
b'22'	29602000	29643000	908	3.46733432581315e-11
b'22'	29643000	29684000	857	2.941760349468455e-10
b'22'	29684000	29725000	986	2.0033999834386356e-09
b'22'	29725000	29766000	1102	1.620454443563796e-10
b'22'	29766000	29807000	1052	4.321138883230123e-10
b'22'	29807000	29848000	1029	4.025159041678834e-10
b'22'	29848000	29889000	1029	2.0133101661035443e-09
b'22'	29889000	29930000	1063	7.979255297839302e-10
b'22'	29930000	29971000	1127	6.273483187452037e-10
b'22'	29971000	30012000	1071	7.533940910108125e-10
b'22'	30012000	30053000	1494	2.1081162684348424e-09
b'22'	30053000	30094000	1358	2.267038023383842e-10
b'22'	30094000	30135000	1259	5.2930214761029556e-11
b'22'	30135000	30176000	1004	7.647282992963968e-10
b'22'	30176000	30217000	993	4.3265380769407155e-09
b'22'	30217000	30258000	950	2.8533608310936535e-09
b'22'	30258000	30299000	1032	8.120996788946537e-09
b'22'	30299000	30340000	1198	2.5550674867426096e-10
b'22'	30340000	30381000	1102	4.945959899382916e-10
b'22'	30381000	30422000	938	3.366463498816505e-09
b'22'	30422000	30463000	977	5.756117354385159e-09
b'22'	30463000	30504000	954	3.328758407345993e-09
b'22'	30504000	30545000	1027	2.604033254993932e-10
b'22'	30545000	30586000	1003	7.066207893415125e-09
b'22'	30586000	30627000	1104	2.6990779253387837e-09
b'22'	30627000	30668000	1090	1.2104262245947497e-09
b'22'	30668000	30709000	1085	8.513389896775078e-09
b'22'	30709000	30750000	1055	3.7645858500876485e-09
b'22'	30750000	30791000	1496	2.726416605972326e-10
b'22'	30791000	30832000	1523	3.423460749422493e-10
b'22'	30832000	30873000	1351	1.7439390631681278e-09
b'22'	30873000	30914000	937	6.024694627765486e-09
b'22'	30914000	30955000	814	6.408180476343036e-10
b'22'	30955000	30996000	810	5.346527086883301e-10
b'22'	30996000	31037000	1041	4.6369073305944585e-09
b'22'	31037000	31078000	1273	5.576091647048663e-09
b'22'	31078000	31119000	1391	7.496602095288164e-10
b'22'	31119000	31160000	1198	4.452203763822479e-09
b'22'	31160000	31201000	1260	0
b'22'	31201000	31242000	1216	1.9349103702589858e-10
b'22'	31242000	31283000	1251	1.605571859799504e-11
b'22'	31283000	31324000	1240	0
b'22'	31324000	31365000	1279	0
b'22'	31365000	31406000	1329	0
b'22'	31406000	31447000	1314	0
b'22'	31447000	31488000	1197	1.5760144876487294e-10
b'22'	31488000	31529000	1207	1.3640884056422253e-10
b'22'	31529000	31570000	1256	0
b'22'	31570000	31611000	1283	0
b'22'	31611000	31652000	1223	4.199125196926966e-09
b'22'	31652000	31693000	1026	3.249888424132857e-10
b'22'	31693000	31734000	809	9.516450392205108e-10
b'22'	31734000	31775000	883	4.783161838243906e-10
b'22'	31775000	31816000	886	5.612248541609804e-10
b'22'	31816000	31857000	1048	1.936578487386532e-09
b'22'	31857000	31898000	1054	2.163802056742425e-09
b'22'	31898000	31939000	1110	3.870618538889442e-09
b'22'	31939000	31980000	1162	7.421616725650964e-09
b'22'	31980000	32021000	1234	4.587257117579303e-11
b'22'	32021000	32062000	1147	1.0099596651284452e-09
b'22'	32062000	32103000	1053	1.716699955877503e-09
b'22'	32103000	32144000	1003	5.105149492520042e-14
b'22'	32144000	32185000	1177	6.511333462267442e-09
b'22'	32185000	32226000	1217	4.885155063180993e-09
b'22'	32226000	32267000	1339	1.5491495970303017e-10
b'22'	32267000	32308000	1286	5.3173329008660225e-09
b'22'	32308000	32349000	1063	6.675021496267087e-09
b'22'	32349000	32390000	1520	8.790304343343305e-10
b'22'	32390000	32431000	1094	3.721191819414827e-09
b'22'	32431000	32472000	1097	9.103103244189476e-09
b'22'	32472000	32513000	1247	4.137573458717195e-09
b'22'	32513000	32554000	1081	7.513680240941423e-09
b'22'	32554000	32595000	1017	8.173522448640382e-09
b'22'	32595000	32636000	1080	6.967495127826522e-09
b'22'	32636000	32677000	1222	6.510084462341235e-09
b'22'	32677000	32718000	1226	5.956740815583487e-09
b'22'	32718000	32759000	1131	7.353881781891634e-09
b'22'	32759000	32800000	903	2.177476845320903e-09
b'22'	32800000	32841000	1082	4.011957483275281e-09
b'22'	32841000	32882000	1095	6.75757476433059e-09
b'22'	32882000	32923000	1042	4.297071534665604e-09
b'22'	32923000	32964000	994	6.209886844818989e-11
b'22'	32964000	33005000	1025	0
b'22'	33005000	33046000	1102	4.28150425918954e-09
b'22'	33046000	33087000	1057	8.237576329322556e-09
b'22'	33087000	33128000	1072	9.147371626593392e-09
b'22'	33128000	33169000	999	2.9315971439119304e-09
b'22'	33169000	33210000	1127	7.210083502106596e-09
b'22'	33210000	33251000	1417	1.0707574465005054e-09
b'22'	33251000	33292000	1211	7.351148515745767e-09
b'22'	33292000	33333000	1055	8.021199347357895e-09
b'22'	33333000	33374000	1076	6.00860719456725e-09
b'22'	33374000	33415000	1045	5.424073028335251e-09
b'22'	33415000	33456000	973	6.419119949611605e-09
b'22'	33456000	33497000	963	7.985448191648117e-09
b'22'	33497000	33538000	1165	7.592201531493002e-09
b'22'	33538000	33579000	1220	7.264093600629266e-09
b'22'	33579000	33620000	1047	1.0822266351540135e-09
b'22'	33620000	33661000	1047	8.189697308381269e-09
b'22'	33661000	33702000	986	7.428057464076407e-09
b'22'	33702000	33743000	1215	5.517344850941e-09
b'22'	33743000	33784000	1288	3.904205348264959e-09
b'22'	33784000	33825000	1332	5.489556199217668e-09
b'22'	33825000	33866000	1208	4.3421910528677705e-09
b'22'	33866000	33907000	1052	7.672328432508037e-09
b'22'	33907000	33948000	914	1.423717645105446e-09
b'22'	33948000	33989000	1193	4.8784222916225825e-09
b'22'	33989000	34030000	1176	6.132098264869366e-09
b'22'	34030000	34071000	1000	6.6695730879377974e-09
b'22'	34071000	34112000	905	6.613735403564009e-09
b'22'	34112000	34153000	961	5.956843518037341e-09
b'22'	34153000	34194000	1112	1.8748475808623047e-09
b'22'	34194000	34235000	1315	0
b'22'	34235000	34276000	1213	3.4086424472642667e-09
b'22'	34276000	34317000	951	1.8991547488568317e-09
b'22'	34317000	34358000	1134	1.603992039098062e-09
b'22'	34358000	34399000	921	3.3434046181655716e-10
b'22'	34399000	34440000	969	6.667826801003933e-09
b'22'	34440000	34481000	1027	2.4255001422693553e-10
b'22'	34481000	34522000	1073	3.5875740924075113e-10
b'22'	34522000	34563000	1055	2.669818060394177e-10
b'22'	34563000	34604000	977	4.632711352798553e-09
b'22'	34604000	34645000	1038	7.35892317780716e-09
b'22'	34645000	34686000	933	8.226165805639592e-10
b'22'	34686000	34727000	870	7.669642784346079e-10
b'22'	34727000	34768000	843	1.0347083673699644e-09
b'22'	34768000	34809000	720	7.389190863380971e-10
b'22'	34809000	34850000	1069	1.7180200707801615e-09
b'22'	34850000	34891000	1213	2.346865987469071e-09
b'22'	34891000	34932000	927	3.5725848208702226e-09
b'22'	34932000	34973000	1143	5.658852607091326e-09
b'22'	34973000	35014000	1006	8.70371911991383e-09
b'22'	35014000	35055000	936	4.6113393605219886e-09
b'22'	35055000	35096000	865	3.1882607600359323e-09
b'22'	35096000	35137000	1068	7.211734681389915e-09
b'22'	35137000	35178000	1033	8.833866431185318e-09
b'22'	35178000	35219000	1060	6.865294426671733e-10
b'22'	35219000	35260000	1106	7.682829456348652e-09
b'22'	35260000	35301000	733	1.0630425072105976e-09
b'22'	35301000	35342000	966	6.0399855559665565e-09
b'22'	35342000	35383000	934	7.67193005055258e-09
b'22'	35383000	35424000	1053	5.661555364567078e-09
b'22'	35424000	35465000	1142	7.004989290896009e-09
b'22'	35465000	35506000	1062	8.92649092626574e-09
b'22'	35506000	35547000	1021	8.587921844278769e-09
b'22'	35547000	35588000	1240	7.351194602393126e-09
b'22'	35588000	35629000	1091	6.1798557689576885e-09
b'22'	35629000	35670000	1071	5.943986724297214e-09
b'22'	35670000	35711000	1095	8.997819247645826e-09
b'22'	35711000	35752000	1091	5.6597380058090544e-09
b'22'	35752000	35793000	1066	8.53329276928631e-09
b'22'	35793000	35834000	1207	5.273079406002685e-09
b'22'	35834000	35875000	1189	4.809218098641047e-09
b'22'	35875000	35916000	1283	3.865173841657224e-09
b'22'	35916000	35957000	1200	4.6538052501323164e-09
b'22'	35957000	35998000	1266	4.114670207375488e-09
b'22'	35998000	36039000	1064	4.976876375405538e-09
b'22'	36039000	36080000	963	4.127271539549725e-09
b'22'	36080000	36121000	904	6.42794899476438e-09
b'22'	36121000	36162000	994	7.428611194281393e-09
b'22'	36162000	36203000	996	7.75877869771554e-09
b'22'	36203000	36244000	1028	7.733376497171006e-09
b'22'	36244000	36285000	1045	8.569859330696947e-09
b'22'	36285000	36326000	989	7.071639040827801e-09
b'22'	36326000	36367000	788	7.3696908828094646e-09
b'22'	36367000	36408000	1068	6.621732386231394e-09
b'22'	36408000	36449000	1220	5.021271296510347e-09
b'22'	36449000	36490000	982	5.77711888423889e-09
b'22'	36490000	36531000	954	4.4308964999832175e-09
b'22'	36531000	36572000	1042	6.7037928551255595e-09
b'22'	36572000	36613000	989	8.542739323730962e-09
b'22'	36613000	36654000	811	3.375342341713712e-09
b'22'	36654000	36695000	863	8.119075994145703e-09
b'22'	36695000	36736000	858	5.409017625341382e-09
b'22'	36736000	36777000	1427	3.480860396286651e-09
b'22'	36777000	36818000	1141	8.932297153396443e-09
b'22'	36818000	36859000	1162	7.319034235166611e-09
b'22'	36859000	36900000	997	8.95764515466281e-09
b'22'	36900000	36941000	978	8.7153547038035e-09
b'22'	36941000	36982000	1112	9.142130521872641e-09
b'22'	36982000	37023000	1085	3.945255864289063e-09
b'22'	37023000	37064000	1063	6.432020586079934e-09
b'22'	37064000	37105000	943	5.155710955432812e-09
b'22'	37105000	37146000	1043	8.954696990105096e-09
b'22'	37146000	37187000	1066	9.025877212820631e-09
b'22'	37187000	37228000	1083	5.455831216204654e-09
b'22'	37228000	37269000	1019	7.676078194033318e-09
b'22'	37269000	37310000	1135	9.171210333311009e-09
b'22'	37310000	37351000	1067	7.150347957542976e-09
b'22'	37351000	37392000	1084	8.123853125427865e-09
b'22'	37392000	37433000	1022	5.7225781851394965e-09
b'22'	37433000	37474000	1025	2.804473082185429e-09
b'22'	37474000	37515000	1022	6.03016254093055e-09
b'22'	37515000	37556000	1090	8.232004160221141e-09
b'22'	37556000	37597000	1132	7.917005550307602e-09
b'22'	37597000	37638000	1152	1.1955590518965585e-09
b'22'	37638000	37679000	1184	2.3826508019662477e-09
b'22'	37679000	37720000	1059	7.730489608867271e-09
b'22'	37720000	37761000	889	8.030475341800451e-10
b'22'	37761000	37802000	900	0
b'22'	37802000	37843000	899	5.827142142546583e-09
b'22'	37843000	37884000	788	2.136585388643399e-09
b'22'	37884000	37925000	708	2.9950387798817967e-09
b'22'	37925000	37966000	763	1.3743704105969502e-09
b'22'	37966000	38007000	708	5.168210858145795e-09
b'22'	38007000	38048000	755	1.8769841371208172e-09
b'22'	38048000	38089000	713	2.3018728191765212e-09
b'22'	38089000	38130000	1022	8.195797316312747e-09
b'22'	38130000	38171000	1102	3.755218178031926e-09
b'22'	38171000	38212000	1031	6.299844059305323e-10
b'22'	38212000	38253000	1188	4.9592711035048274e-09
b'22'	38253000	38294000	1169	6.109174300427722e-09
b'22'	38294000	38335000	1067	8.395979761091581e-09
b'22'	38335000	38376000	1033	5.936192643704629e-09
b'22'	38376000	38417000	991	1.5232444133756312e-10
b'22'	38417000	38458000	1084	3.4506356682492585e-09
b'22'	38458000	38499000	1111	7.494410844069933e-09
b'22'	38499000	38540000	1026	1.4112245167324284e-10
b'22'	38540000	38581000	1164	5.121389499300242e-10
b'22'	38581000	38622000	1122	5.501844266761703e-10
b'22'	38622000	38663000	1121	5.608499470521187e-10
b'22'	38663000	38704000	1102	3.796117034757627e-10
b'22'	38704000	38745000	1156	1.8760064788037856e-09
b'22'	38745000	38786000	1049	8.413684973699487e-09
b'22'	38786000	38827000	1088	3.81296319369159e-09
b'22'	38827000	38868000	1118	0
b'22'	38868000	38909000	996	4.965510094179269e-09
b'22'	38909000	38950000	1153	6.751353239546147e-09
b'22'	38950000	38991000	1069	8.652828414241687e-09
b'22'	38991000	39032000	1058	8.568137381655508e-09
b'22'	39032000	39073000	1052	8.112827887549675e-09
b'22'	39073000	39114000	1067	8.10964255799768e-09
b'22'	39114000	39155000	1182	5.370563625851268e-09
b'22'	39155000	39196000	1301	6.2690864226134164e-09
b'22'	39196000	39237000	1622	1.8178033584171801e-09
b'22'	39237000	39278000	1167	8.07515869878572e-09
b'22'	39278000	39319000	1036	4.328178727064901e-09
b'22'	39319000	39360000	1039	6.3483123037811885e-09
b'22'	39360000	39401000	1142	7.24306324504479e-09
b'22'	39401000	39442000	1031	1.047532537977692e-09
b'22'	39442000	39483000	1100	7.99218823436765e-09
b'22'	39483000	39524000	1060	1.9385244831256233e-09
b'22'	39524000	39565000	1030	2.9137079299329156e-09
b'22'	39565000	39606000	1074	8.769075509363714e-09
b'22'	39606000	39647000	1036	6.5548477152244826e-09
b'22'	39647000	39688000	1037	5.3569419793198165e-09
b'22'	39688000	39729000	1026	7.434065471322331e-09
b'22'	39729000	39770000	1080	0
b'22'	39770000	39811000	1067	0
b'22'	39811000	39852000	1099	0
b'22'	39852000	39893000	1183	3.013579349857583e-11
b'22'	39893000	39934000	1104	3.753327935053499e-09
b'22'	39934000	39975000	1278	2.9980496015668214e-09
b'22'	39975000	40016000	1059	5.102688407890007e-09
b'22'	40016000	40057000	942	0
b'22'	40057000	40098000	979	0
b'22'	40098000	40139000	1042	6.6318084463049664e-09
b'22'	40139000	40180000	973	3.361619222568714e-09
b'22'	40180000	40221000	862	7.097726477615977e-10
b'22'	40221000	40262000	893	4.854611676476953e-10
b'22'	40262000	40303000	953	4.272148799232321e-09
b'22'	40303000	40344000	1138	7.766497089188772e-09
b'22'	40344000	40385000	946	1.074101554339403e-10
b'22'	40385000	40426000	1117	3.067740552396879e-09
b'22'	40426000	40467000	793	3.901995497269473e-10
b'22'	40467000	40508000	743	5.89847596527404e-10
b'22'	40508000	40549000	786	5.637045574417844e-10
b'22'	40549000	40590000	733	5.995012819714243e-10
b'22'	40590000	40631000	795	6.23645161694781e-10
b'22'	40631000	40672000	796	3.8964825552579915e-09
b'22'	40672000	40713000	1032	6.1141577859680076e-09
b'22'	40713000	40754000	1057	0
b'22'	40754000	40795000	1099	3.153100272892693e-09
b'22'	40795000	40836000	1102	5.570629019469506e-10
b'22'	40836000	40877000	1076	5.7991231870433265e-09
b'22'	40877000	40918000	1050	6.504361755900996e-10
b'22'	40918000	40959000	918	1.6322778483721754e-09
b'22'	40959000	41000000	751	8.729763404410468e-10
b'22'	41000000	41041000	1060	3.4782065303572094e-09
b'22'	41041000	41082000	1280	6.887750879186879e-10
b'22'	41082000	41123000	1418	8.408787319547449e-12
b'22'	41123000	41164000	1333	0
b'22'	41164000	41205000	1353	0
b'22'	41205000	41246000	1231	1.96261554444414e-09
b'22'	41246000	41287000	1105	1.3359058387954107e-09
b'22'	41287000	41328000	1285	1.2615965349700964e-10
b'22'	41328000	41369000	1373	6.604247228164375e-10
b'22'	41369000	41410000	1254	7.529349506288733e-10
b'22'	41410000	41451000	1275	4.8570996224152426e-09
b'22'	41451000	41492000	1052	5.274826491253943e-09
b'22'	41492000	41533000	1043	2.42595464434976e-09
b'22'	41533000	41574000	985	7.876766879350502e-10
b'22'	41574000	41615000	1136	3.775517102274874e-09
b'22'	41615000	41656000	1096	5.166661431396114e-10
b'22'	41656000	41697000	1119	1.0545587445487401e-10
b'22'	41697000	41738000	1118	1.4133096354594348e-10
b'22'	41738000	41779000	1048	3.3447818178518855e-11
b'22'	41779000	41820000	1144	2.0428325252979526e-10
b'22'	41820000	41861000	1070	6.680592040889742e-11
b'22'	41861000	41902000	1072	1.7352440490328624e-09
b'22'	41902000	41943000	1297	1.5441663925497163e-09
b'22'	41943000	41984000	945	4.760141126934439e-09
b'22'	41984000	42025000	1268	2.3455992087987508e-09
b'22'	42025000	42066000	1239	1.5300210492383854e-10
b'22'	42066000	42107000	1150	2.0381410081621965e-10
b'22'	42107000	42148000	1096	1.1747510169180734e-09
b'22'	42148000	42189000	1168	1.1915779940886467e-09
b'22'	42189000	42230000	1289	0
b'22'	42230000	42271000	1231	0
b'22'	42271000	42312000	1031	7.82411972494964e-09
b'22'	42312000	42353000	1016	4.427280294800239e-09
b'22'	42353000	42394000	1027	4.642571845599759e-09
b'22'	42394000	42435000	1169	3.9067813674604705e-09
b'22'	42435000	42476000	884	3.0088406088065555e-09
b'22'	42476000	42517000	1008	6.2274598234973105e-09
b'22'	42517000	42558000	950	2.3119155656810277e-09
b'22'	42558000	42599000	1075	5.652996236997858e-09
b'22'	42599000	42640000	1171	5.113282435706954e-09
b'22'	42640000	42681000	1035	3.332490562736327e-09
b'22'	42681000	42722000	903	8.3707684662848e-09
b'22'	42722000	42763000	1121	3.644709129419975e-09
b'22'	42763000	42804000	1044	5.601538941737853e-09
b'22'	42804000	42845000	856	9.228293198063397e-10
b'22'	42845000	42886000	900	0
b'22'	42886000	42927000	862	2.5516083990531077e-10
b'22'	42927000	42968000	838	6.99538305082673e-10
b'22'	42968000	43009000	883	2.8397604370657828e-09
b'22'	43009000	43050000	1103	8.462831981575257e-09
b'22'	43050000	43091000	1054	5.4289037547635e-09
b'22'	43091000	43132000	1146	7.491688452301532e-09
b'22'	43132000	43173000	1030	5.829217681464864e-09
b'22'	43173000	43214000	1000	8.352385935308949e-09
b'22'	43214000	43255000	1150	8.398552673322101e-09
b'22'	43255000	43296000	1067	8.710877912470426e-09
b'22'	43296000	43337000	1084	7.712637333249811e-09
